Time (h),miR-200,ZEB mRNA ,miR-34,SNAIL mRNA,Signal driving SNAIL
17.58333333,30746.54481,26.8107214,20290.25073,272.2146862,11722.22222
17.625,30729.75974,26.84185593,20285.0714,272.4677419,11750
17.66666667,30712.99691,26.8729636,20279.90306,272.720415,11777.77778
17.70833333,30696.25631,26.9040444,20274.74572,272.9727056,11805.55556
17.75,30679.53794,26.93509833,20269.59937,273.2246137,11833.33333
17.79166667,30662.84181,26.9661254,20264.46401,273.4761392,11861.11111
17.83333333,30646.1679,26.9971256,20259.33965,273.7272822,11888.88889
17.875,30629.51623,27.02809893,20254.22627,273.9780427,11916.66667
17.91666667,30612.8868,27.05904539,20249.1239,274.2284206,11944.44444
17.95833333,30596.27959,27.08996499,20244.03251,274.478416,11972.22222
18,30579.69462,27.12085773,20238.95212,274.7280289,12000
18.04166667,30563.13188,27.15172359,20233.88272,274.9772592,12027.77778
18.08333333,30546.59137,27.18256259,20228.82432,275.226107,12055.55556
18.125,30530.07309,27.21337473,20223.77691,275.4745723,12083.33333
18.16666667,30513.57705,27.24415999,20218.74049,275.722655,12111.11111
18.20833333,30497.10324,27.2749184,20213.71507,275.9703552,12138.88889
18.25,30480.65166,27.30564993,20208.70063,276.2176728,12166.66667
18.29166667,30464.22231,27.3363546,20203.6972,276.464608,12194.44444
18.33333333,30447.8152,27.3670324,20198.70475,276.7111606,12222.22222
18.375,30431.43032,27.39768333,20193.7233,276.9573306,12250
18.41666667,30415.06767,27.4283074,20188.75284,277.2031182,12277.77778
18.45833333,30398.72725,27.4589046,20183.79338,277.4485232,12305.55556
18.5,30382.40907,27.48947494,20178.84491,277.6935457,12333.33333
18.54166667,30366.11311,27.52001841,20173.90743,277.9381856,12361.11111
18.58333333,30349.8394,27.55053501,20168.98095,278.182443,12388.88889
18.625,30333.58791,27.58102474,20164.06546,278.4263179,12416.66667
18.66666667,30317.35865,27.61148761,20159.16096,278.6698102,12444.44444
18.70833333,30301.15163,27.64192362,20154.26745,278.91292,12472.22222
18.75,30284.96684,27.67233275,20149.38494,279.1556473,12500
18.79166667,30268.80428,27.70271502,20144.51343,279.397992,12527.77778
18.83333333,30252.66396,27.73307042,20139.6529,279.6399542,12555.55556
18.875,30236.51511,27.76346125,20134.74291,279.8831736,12583.33333
18.91666667,30220.36783,27.79386709,20129.80327,280.127113,12611.11111
18.95833333,30204.24155,27.82424854,20124.87222,280.370735,12638.88889
